burst_timestamp,matched_macs,matched_rssi
2025-04-21T22:34:24.877268,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.5}
2025-04-21T22:34:24.916724,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.5}
2025-04-21T22:34:24.965286,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.5}
2025-04-21T22:34:25.006572,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.0}
2025-04-21T22:34:25.096110,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.0}
2025-04-21T22:34:25.125570,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.0}
2025-04-21T22:34:25.182139,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.0}
2025-04-21T22:34:25.193484,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.0}
2025-04-21T22:34:25.205274,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.0}
2025-04-21T22:34:25.216288,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.0}
2025-04-21T22:34:25.228887,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.0}
2025-04-21T22:34:25.238418,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.0}
2025-04-21T22:34:25.244615,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.0}
2025-04-21T22:34:25.252793,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.0}
2025-04-21T22:34:25.273968,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.0}
2025-04-21T22:34:25.288267,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.0}
2025-04-21T22:34:25.303698,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.0}
2025-04-21T22:34:25.358265,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.0}
2025-04-21T22:34:25.378594,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.0}
2025-04-21T22:34:25.404643,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.0}
2025-04-21T22:34:25.425752,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.0}
2025-04-21T22:34:25.479862,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.0}
2025-04-21T22:34:25.529695,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.0}
2025-04-21T22:34:25.580968,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.0}
2025-04-21T22:34:25.596592,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.0}
2025-04-21T22:34:25.628707,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.0}
2025-04-21T22:34:25.666335,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.0}
2025-04-21T22:34:25.713079,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.0}
2025-04-21T22:34:25.745579,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.0}
2025-04-21T22:34:25.793785,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.0}
2025-04-21T22:34:25.822838,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.0}
2025-04-21T22:34:25.853269,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.0}
2025-04-21T22:34:25.876175,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.0}
2025-04-21T22:34:25.936293,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.0}
2025-04-21T22:34:25.963121,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.0}
2025-04-21T22:34:26.007722,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:26.060115,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:26.102705,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:26.150976,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:26.186553,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:26.220730,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:26.250757,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:26.294638,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:26.333646,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:26.387710,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:26.425384,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:26.460095,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:26.507161,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:26.537035,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:26.569715,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:26.608467,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:26.621867,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:26.663010,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:26.728157,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:26.803604,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:26.854580,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:26.890727,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:26.918502,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:26.952360,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:26.970305,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:27.020626,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:27.070163,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:27.121428,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:27.169906,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:27.230351,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:27.298521,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:27.324780,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:27.345154,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:27.402550,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:27.430478,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:27.481260,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:27.568696,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:27.584656,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:27.601030,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:27.637864,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:27.674769,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:27.691101,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:27.709752,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:27.790727,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:27.821291,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:27.843158,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:27.892773,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:27.961829,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:28.010350,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.66666666666667}
2025-04-21T22:34:28.043697,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.66666666666667}
2025-04-21T22:34:28.070365,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.66666666666667}
2025-04-21T22:34:28.088129,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.66666666666667}
2025-04-21T22:34:28.120594,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.66666666666667}
2025-04-21T22:34:28.139944,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.66666666666667}
2025-04-21T22:34:28.163615,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.66666666666667}
2025-04-21T22:34:28.174146,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.66666666666667}
2025-04-21T22:34:28.183877,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.66666666666667}
2025-04-21T22:34:28.195280,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.66666666666667}
2025-04-21T22:34:28.212747,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.66666666666667}
2025-04-21T22:34:28.246500,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.66666666666667}
2025-04-21T22:34:28.291072,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.66666666666667}
2025-04-21T22:34:28.312866,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.66666666666667}
2025-04-21T22:34:28.325988,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.66666666666667}
2025-04-21T22:34:28.335093,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.66666666666667}
2025-04-21T22:34:28.352807,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.66666666666667}
2025-04-21T22:34:28.400276,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.66666666666667}
2025-04-21T22:34:28.458609,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.66666666666667}
2025-04-21T22:34:28.540273,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.66666666666667}
2025-04-21T22:34:28.593696,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.66666666666667}
2025-04-21T22:34:28.666071,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.66666666666667}
2025-04-21T22:34:28.707583,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.66666666666667}
2025-04-21T22:34:28.752540,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.66666666666667}
2025-04-21T22:34:28.789263,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.66666666666667}
2025-04-21T22:34:28.813174,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.66666666666667}
2025-04-21T22:34:28.828798,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.66666666666667}
2025-04-21T22:34:28.840299,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.66666666666667}
2025-04-21T22:34:28.852226,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.66666666666667}
2025-04-21T22:34:28.897551,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.66666666666667}
2025-04-21T22:34:28.928093,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.66666666666667}
2025-04-21T22:34:28.937414,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.66666666666667}
2025-04-21T22:34:28.945055,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.66666666666667}
2025-04-21T22:34:28.964501,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.66666666666667}
2025-04-21T22:34:28.995700,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.66666666666667}
2025-04-21T22:34:29.031583,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:29.056676,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:29.088415,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:29.135336,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:29.165718,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:29.185726,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:29.230823,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:29.298291,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:29.367910,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:29.386737,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:29.425698,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:29.459707,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:29.519200,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:29.562321,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:29.613861,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:29.661935,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:29.696474,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:29.744536,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:29.794213,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:29.819553,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:29.849651,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:29.877637,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:29.914027,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:29.949604,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:29.980792,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:29.996730,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.5}
2025-04-21T22:34:30.011717,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:30.029078,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:30.061533,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:30.102418,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:30.136284,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:30.163686,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:30.202433,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:30.261782,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:30.301641,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:30.320631,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:30.417380,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:30.498692,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:30.525204,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:30.542721,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:30.581956,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:30.598849,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:30.615971,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:30.633292,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:30.650624,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:30.790473,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:30.846019,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:30.883683,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:30.916678,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:30.989222,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:34:31.033722,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.25}
2025-04-21T22:34:31.057728,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.25}
2025-04-21T22:34:31.153091,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.25}
2025-04-21T22:34:31.191618,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.25}
2025-04-21T22:34:31.218096,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.25}
2025-04-21T22:34:31.242400,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.25}
2025-04-21T22:34:31.314701,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.25}
2025-04-21T22:34:31.366232,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.25}
2025-04-21T22:34:31.409961,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.25}
2025-04-21T22:34:31.460361,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.25}
2025-04-21T22:34:31.494460,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.25}
2025-04-21T22:34:31.511538,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.25}
2025-04-21T22:34:31.532587,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.25}
2025-04-21T22:34:31.545465,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.25}
2025-04-21T22:34:31.569838,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.25}
2025-04-21T22:34:31.632369,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.25}
2025-04-21T22:34:31.666787,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.25}
2025-04-21T22:34:31.768647,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.25}
2025-04-21T22:34:31.812025,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.25}
2025-04-21T22:34:31.841371,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.25}
2025-04-21T22:34:31.857284,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.25}
2025-04-21T22:34:31.899050,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.25}
2025-04-21T22:34:31.928984,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.25}
2025-04-21T22:34:31.947629,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.25}
2025-04-21T22:34:31.970317,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -85.25}
2025-04-21T22:34:32.005653,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.75}
2025-04-21T22:34:32.034137,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.75}
2025-04-21T22:34:32.051100,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.75}
2025-04-21T22:34:32.069348,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.75}
2025-04-21T22:34:32.093076,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.75}
2025-04-21T22:34:32.110542,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.75}
2025-04-21T22:34:32.138684,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.75}
2025-04-21T22:34:32.161286,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.75}
2025-04-21T22:34:32.176565,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.75}
2025-04-21T22:34:32.191168,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.75}
2025-04-21T22:34:32.199050,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.75}
2025-04-21T22:34:32.210408,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.75}
2025-04-21T22:34:32.231706,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.75}
2025-04-21T22:34:32.254915,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.75}
2025-04-21T22:34:32.292497,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.75}
2025-04-21T22:34:32.333856,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.75}
2025-04-21T22:34:32.374609,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.75}
2025-04-21T22:34:32.465672,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.75}
2025-04-21T22:34:32.502601,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.75}
2025-04-21T22:34:32.521452,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.75}
2025-04-21T22:34:32.540882,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.75}
2025-04-21T22:34:32.557879,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.75}
2025-04-21T22:34:32.568300,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.75}
2025-04-21T22:34:32.580907,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.75}
2025-04-21T22:34:32.591195,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.75}
2025-04-21T22:34:32.599733,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.75}
2025-04-21T22:34:32.610067,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.75}
2025-04-21T22:34:32.625912,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.75}
2025-04-21T22:34:32.662342,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.75}
2025-04-21T22:34:32.706397,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.75}
2025-04-21T22:34:32.734031,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.75}
2025-04-21T22:34:32.790578,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.75}
2025-04-21T22:34:32.854886,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.75}
2025-04-21T22:34:32.906895,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.75}
2025-04-21T22:34:32.965474,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.75}
2025-04-21T22:34:33.021119,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.25}
2025-04-21T22:34:33.060856,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.25}
2025-04-21T22:34:33.146669,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.25}
2025-04-21T22:34:33.234341,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.25}
2025-04-21T22:34:33.270618,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.25}
2025-04-21T22:34:33.331714,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.25}
2025-04-21T22:34:33.354110,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.25}
2025-04-21T22:34:33.398149,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.25}
2025-04-21T22:34:33.447634,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.25}
2025-04-21T22:34:33.485318,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.25}
2025-04-21T22:34:33.532135,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.25}
2025-04-21T22:34:33.585421,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.25}
2025-04-21T22:34:33.610476,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.25}
2025-04-21T22:34:33.634412,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.25}
2025-04-21T22:34:33.690448,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.25}
2025-04-21T22:34:33.756746,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.25}
2025-04-21T22:34:33.798047,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.25}
2025-04-21T22:34:33.872917,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.25}
2025-04-21T22:34:33.928748,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.25}
